Station,Date,Time,Precip,type,Air max,min,obs,Wx,Wind dir,speed,Bulb wet,dry,Soil max,min,Evap,Solar,ETo,RH max,min
MERCED.A,19990623,2359,0,,96,63,,,NW,4,,,78,70,,696,0.29,86.4,28.4
MERCED.A,19990624,2359,0,,92,60,,,NW,6,,,78,69,,704,0.29,85.7,25.3
MERCED.A,19990625,2359,0,,86,56,,,NW,7,,,76,68,,735,0.29,84.3,28.5
MERCED.A,19990626,2359,0,,90,48,,,NW,4,,,76,66,,679,0.26,95.1,21.7
MERCED.A,19990627,2359,0,,92,51,,,NW,5,,,76,66,,729,0.28,97.1,26.1
MERCED.A,19990628,2359,0.01,,96,54,,,NW,4,,,76,66,,710,0.29,95.8,23.1
MERCED.A,19990629,2359,0,,100,59,,,NW,4,,,77,68,,671,0.28,88.8,23.4
MERCED.A,19990630,2359,0,,100,61,,,NW,5,,,76,68,,658,0.29,95.3,27.1
MERCED.A,19990701,2359,0,,99,61,,,W,5,,,77,70,,705,0.3,96,27
MERCED.A,19990702,2359,0,,92,57,,,W,4,,,76,69,,715,0.27,93.9,27.5
MERCED.A,19990703,2359,0,,85,57,,,NW,7,,,75,68,,715,0.3,69.6,21
MERCED.A,19990704,2359,0,,82,52,,,NW,6,,,74,67,,729,0.27,79.6,25.5
MERCED.A,19990705,2359,0,,91,51,,,NW,4,,,74,66,,726,0.27,95.9,22.1
MERCED.A,19990706,2359,0,,92,53,,,NW,6,,,74,66,,711,0.31,77,20
MERCED.A,19990707,2359,0,,89,54,,,NW,6,,,76,67,,717,0.29,81.7,25.6
MERCED.A,19990708,2359,0,,98,52,,,NW,4,,,81,65,,729,0.28,96.8,14.1
MERCED.A,19990709,2359,0,,96,57,,,NW,5,,,82,69,,707,0.3,69.5,13.7
MERCED.A,19990710,2359,0,,99,57,,,NW,3,,,83,70,,636,0.26,81.9,14.1
MERCED.A,19990711,2359,0,,106,61,,,E,2,,,86,71,,667,0.26,95.2,17.3
MERCED.A,19990712,2359,0,,107,70,,,SE,2,,,89,75,,650,0.27,92,24.9
MERCED.A,19990713,2359,0,,102,72,,,W,4,,,88,77,,638,0.29,90.7,26.2
MERCED.A,19990714,2359,0,,101,64,,,W,4,,,81,69,,658,0.28,86.5,15.9
MERCED.A,19990715,2359,0,,92,62,,,W,4,,,82,71,,662,0.26,77.9,28.3
MERCED.A,19990716,2359,0,,88,55,,,NW,6,,,82,70,,692,0.27,86.5,26.1
MERCED.A,19990717,2359,0,,89,53,,,NW,5,,,82,69,,707,0.27,85,20.9
MERCED.A,19990718,2359,0,,91,52,,,W,5,,,83,69,,693,0.27,86.7,24.7
MERCED.A,19990719,2359,0,,86,54,,,NW,6,,,82,70,,695,0.26,87,28.7
MERCED.A,19990720,1700,0,,88,58,,,NW,7,,,,,,652,0.25,90,31.7
MERCED.A,19990721,2359,0,,84,53,,,NW,6,,,81,69,,694,0.25,89.8,32.2
MERCED.A,19990722,2359,0,,92,53,,,NW,5,,,82,69,,697,0.26,89.7,23
MERCED.A,19990723,2359,0,,86,55,,,NW,7,,,81,70,,685,0.28,83.4,33.7
MERCED.A,19990724,2359,0,,82,53,,,NW,7,,,79,69,,710,0.25,92.1,31.3
MERCED.A,19990725,2359,0,,90,50,,,NW,3,,,81,68,,702,0.24,99.7,24
MERCED.A,19990726,2359,0,,93,57,,,NW,5,,,81,69,,699,0.27,89.7,21.1
MERCED.A,19990727,2359,0,,89,56,,,NW,7,,,87,65,,682,0.27,83,32.1
MERCED.A,19990728,2359,0,,86,55,,,NW,7,,,81,72,,678,0.26,87.5,31.3
MERCED.A,19990729,2359,0,,88,54,,,NW,7,,,80,71,,683,0.28,87.2,30.5
MERCED.A,19990730,2359,0,,90,52,,,NW,7,,,80,70,,682,0.29,79.4,18.9
MERCED.A,19990731,2359,0,,89,55,,,NW,7,,,79,70,,680,0.3,68.9,23.8
MERCED.A,19990801,2359,0,,88,53,,,NW,7,,,79,69,,683,0.28,79.3,26.6
MERCED.A,19990802,2359,0,,90,59,,,NW,7,,,80,70,,673,0.28,86,31.5
MERCED.A,19990803,1700,0.01,,94,60,,,NW,8,,,,,,660,0.29,78.6,27.2
MERCED.A,19990804,2359,0,,92,58,,,NW,5,,,81,71,,669,0.26,87.2,27.8
